Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S24171,8.2,90.6,51,Yes,Master,No
S24172,14.8,88.3,57.8,No,Doctorate,No
S24173,17.5,90.5,48.7,Yes,Doctorate,No
S24174,0.5,99.2,50.8,No,High School,No
S24175,7.7,71,26.7,No,Associate,No
S24176,3.6,94.7,31.2,No,High School,No
S24177,18.5,76.3,95.3,Yes,Doctorate,Yes
S24178,11.1,100,68.5,Yes,Associate,No
S24179,9.8,62,82.6,Yes,Bachelor,No
S24180,16.7,77.2,57.3,No,Master,No
S24181,12,55.3,61.9,Yes,Bachelor,No
S24182,1,48.4,67.4,No,Doctorate,No
S24183,18.2,81.5,50.6,No,Associate,No
S24184,11.9,84.9,63.4,No,Bachelor,No
S24185,14.8,86.6,67.2,Yes,Associate,No
S24186,15.4,65.4,82.5,Yes,Doctorate,Yes
S24187,1,96.9,80.7,No,Doctorate,Yes
S24188,10.6,56.6,81.3,Yes,Associate,No
S24189,10.3,53.9,76.2,Yes,Master,No
S24190,17.2,83,100,No,Bachelor,Yes
S24191,12.3,79.3,67.4,Yes,Master,No
S24192,17.2,58.8,49.9,No,Associate,No
S24193,12.7,58.3,92.3,No,Doctorate,No
S24194,9.6,82.6,67.4,No,Bachelor,No
S24195,14.5,56.8,100,No,High School,No
S24196,6.9,32.6,43.6,Yes,Master,No
S24197,5.8,100,52.1,No,Associate,No
S24198,5.6,98.2,79.7,No,Doctorate,Yes
S24199,7.6,55.6,67.9,Yes,Bachelor,No
S24200,0.4,44,75.3,Yes,Doctorate,No
S24201,6.5,67.3,44.6,No,Bachelor,No
S24202,1,63.5,68.6,Yes,Associate,No
S24203,13.7,92.5,63.3,No,Bachelor,No
S24204,16.9,85.7,64,Yes,Associate,No
S24205,14.2,67.3,41.4,Yes,High School,No
S24206,14.9,84.5,56.7,No,Master,No
S24207,7.4,53.1,67.6,No,Associate,No
S24208,10.9,77,56.9,Yes,High School,No
S24209,3,95.7,73.1,No,Doctorate,Yes
S24210,9.1,63.9,53,Yes,High School,No
S24211,11.4,54.1,53.9,No,Master,No
S24212,14.2,60.4,68.2,Yes,Associate,No
S24213,0.4,81.6,77.5,Yes,Master,Yes
S24214,6.6,57.2,64.5,No,Bachelor,No
S24215,5.2,59.2,57.1,Yes,Master,No
S24216,16.3,83.6,65.2,Yes,Bachelor,No
S24217,9,59.7,75.9,No,Doctorate,No
S24218,7.4,94.2,70.8,Yes,High School,Yes
S24219,12.7,70.7,58.3,Yes,Associate,No
S24220,7,71.5,59,Yes,Doctorate,No
S24221,9.9,80,64.6,Yes,Associate,No
S24222,19.1,72.3,78.2,Yes,Associate,Yes
S24223,18.9,80.6,70.4,No,High School,Yes
S24224,9.1,20.6,59.9,Yes,Bachelor,No
S24225,6.9,46.7,45,No,High School,No
S24226,0.4,65.9,98.8,No,Bachelor,Yes
S24227,15.2,84.8,60.4,Yes,Master,No
S24228,22.1,100,55.2,Yes,Bachelor,No
S24229,7.8,63.1,84.8,No,Bachelor,No
S24230,5.9,61.9,58.3,No,Doctorate,No
S24231,8.6,81.7,69.6,No,Master,No
S24232,10.4,79.4,63.2,Yes,Bachelor,No
S24233,4.3,80.1,60.9,No,Bachelor,No
S24234,15.1,35.4,70.9,No,Master,No
S24235,10.6,78.9,50.3,No,Master,No
S24236,16.4,74,61.5,No,Master,No
S24237,11.8,43.2,75.1,Yes,High School,No
S24238,4.6,86.6,72.3,No,High School,Yes
S24239,7.1,89.6,62.3,No,Doctorate,No
S24240,11.2,86.2,50.9,No,Bachelor,No
S24241,3.7,79.4,75.8,Yes,High School,Yes
S24242,4,57,100,No,High School,No
S24243,8.2,73,74.2,Yes,Associate,Yes
S24244,5.5,72.3,43.1,No,High School,No
S24245,18.2,100,53.1,No,Doctorate,No
S24246,3.1,79.2,64.7,Yes,Doctorate,No
S24247,1.9,71.2,22.2,Yes,Associate,No
S24248,16,93.8,68.1,Yes,Bachelor,No
S24249,6,68.3,47.8,No,High School,No
S24250,17.7,49.7,75.2,Yes,Doctorate,No
S24251,13.3,83.3,63.7,No,Master,No
S24252,6.2,44.9,83.1,Yes,Doctorate,No
S24253,15.8,58,41.2,Yes,Bachelor,No
S24254,5.4,64.8,37.5,Yes,High School,No
S24255,5.7,68.1,84.4,No,Master,Yes
S24256,13.8,66.5,100,No,Bachelor,Yes
S24257,15.7,77.5,69.8,Yes,Associate,No
S24258,8,61.4,69.1,Yes,Doctorate,No
S24259,0.7,83.7,69.8,Yes,Bachelor,No
S24260,4.7,49.6,65.6,No,Bachelor,No
S24261,3.5,52.4,36.5,Yes,Associate,No
S24262,11.3,66.8,59.1,Yes,Bachelor,No
S24263,19.7,94.4,58.2,Yes,Doctorate,No
S24264,14,74.4,56.6,Yes,Associate,No
S24265,11.9,40.9,48.5,No,Doctorate,No
S24266,17.9,55.2,60.4,Yes,Bachelor,No
S24267,7.7,54,48.4,Yes,Associate,No
S24268,17.7,100,63.9,Yes,Doctorate,No
S24269,20.5,100,40.6,Yes,Doctorate,No
S24270,8.3,100,58.7,No,Doctorate,No
S24271,8.1,50.7,76.3,Yes,Master,No
S24272,10.3,60.7,72.1,Yes,Doctorate,No
S24273,14.4,83.8,50.1,Yes,Master,No
S24274,2.3,55.2,64,No,Bachelor,No
S24275,7.3,100,81.6,No,Master,Yes
S24276,11.6,100,68.8,No,High School,No
S24277,14.4,53.8,70.4,No,Associate,No
S24278,3.6,36.3,51.6,Yes,Associate,No
S24279,4.5,66.8,64.6,No,Associate,No
S24280,1.2,100,62.3,Yes,Bachelor,No
S24281,7.4,48.3,63.3,No,Associate,No
S24282,8.9,70.5,74.8,No,Master,Yes
S24283,12.3,90.1,62.2,No,Master,No
S24284,12.3,57.3,57.2,No,Master,No
S24285,10.6,97.3,80.1,Yes,High School,Yes
S24286,1.6,66.3,48.5,No,Associate,No
S24287,12.9,92.2,70.4,Yes,Bachelor,Yes
S24288,18.2,100,53.2,Yes,Doctorate,No
S24289,22.7,66.9,65.9,No,Master,No
S24290,17.3,66.5,53.8,No,Master,No
S24291,12.3,47.9,48.9,Yes,Bachelor,No
S24292,11.5,75.1,71.6,Yes,High School,Yes
S24293,10.6,70.1,63.3,No,Associate,No
S24294,9.5,56.5,67.1,Yes,Associate,No
S24295,13,68.2,81.9,Yes,High School,Yes
S24296,7.4,70.5,55.4,No,Associate,No
S24297,9.3,80.6,69.4,No,Doctorate,No
S24298,4.1,95.8,68.1,No,High School,No
S24299,12.4,95.8,45.3,Yes,High School,No
S24300,5.2,73.3,75,Yes,High School,Yes
S24301,10.2,64.1,71.9,Yes,Doctorate,No
S24302,12.5,100,62.3,No,Doctorate,No
S24303,13.9,63.1,37.2,Yes,Master,No
S24304,12.4,38.5,74.9,No,Associate,No
S24305,7.6,65.6,55.5,No,Doctorate,No
S24306,0.1,64.3,50.7,Yes,Bachelor,No
S24307,15.1,96.6,74.2,Yes,Associate,Yes
S24308,2,65.1,62,Yes,Bachelor,No
S24309,9.5,69.3,62.4,Yes,Associate,No
S24310,14.4,61.4,56.1,No,Bachelor,No
S24311,12.4,85.8,64.3,No,Master,No
S24312,9.3,37.6,58.9,No,Master,No
S24313,1.7,67.2,84,Yes,Associate,Yes
S24314,4.9,80.8,85,No,Doctorate,Yes
S24315,1.7,66.4,78.1,Yes,Associate,Yes
S24316,8.4,94.8,72.2,Yes,Master,Yes
S24317,10.2,73.9,51.6,No,Associate,No
S24318,11.5,69.2,69.3,No,Doctorate,No
S24319,5.3,44,77.8,Yes,High School,No
S24320,13,90.4,89.5,No,Bachelor,Yes
S24321,6.5,100,57.6,Yes,Bachelor,No
S24322,8,88.7,71,Yes,Doctorate,Yes
S24323,10.1,78.7,72.5,Yes,High School,Yes
S24324,13.3,86.1,89.1,No,Doctorate,Yes
S24325,6.1,98.2,75.7,Yes,Associate,Yes
S24326,10.8,90,75.9,Yes,Bachelor,Yes
S24327,18.3,76.3,58.9,No,Associate,No
S24328,13.1,95.7,78.9,No,Doctorate,Yes
S24329,2,81.1,60.8,No,Associate,No
S24330,16.3,74.6,75,No,Doctorate,Yes
S24331,6.9,77.3,69.3,No,Doctorate,No
S24332,6.8,51,30.6,Yes,High School,No
S24333,10.2,53.2,78.7,No,Master,No
S24334,10.4,62.5,82.6,No,Doctorate,No
S24335,5.2,95.8,47.1,Yes,High School,No
S24336,8.8,71.1,79.4,Yes,High School,Yes
S24337,2.7,77.6,48.5,No,Doctorate,No
S24338,1.2,87.6,61.9,No,Bachelor,No
S24339,1.1,85,79.7,Yes,High School,Yes
S24340,12.2,76.3,73.7,No,Doctorate,Yes
S24341,3.8,72.2,64.4,No,Master,No
S24342,7.5,96.9,61.6,No,Doctorate,No
S24343,10.3,65.1,71.4,Yes,Associate,Yes
S24344,13.4,100,66.8,No,High School,No
S24345,8.9,63.6,79.8,Yes,Master,No
S24346,18.9,69.3,52,Yes,Doctorate,No
S24347,10,89.2,93.4,No,Associate,Yes
S24348,16,100,78.5,Yes,Master,Yes
S24349,11.4,36.3,36.5,Yes,Bachelor,No
S24350,20.7,92.3,67.5,No,Doctorate,No
S24351,15.3,84.5,46.9,Yes,Master,No
S24352,10.2,65.9,63.5,Yes,High School,No
S24353,13.1,82.2,29.8,No,Bachelor,No
S24354,8.7,51,44.4,Yes,Doctorate,No
S24355,8.6,59.1,64,Yes,Associate,No
S24356,3.5,83.6,57.4,Yes,Doctorate,No
S24357,6,54.8,80.6,Yes,Associate,No
S24358,4,61.7,71.8,Yes,Master,No
S24359,6.7,65.9,83.7,No,Bachelor,Yes
S24360,9.5,96.5,44.4,No,Master,No
S24361,9.7,51.7,48.3,No,Doctorate,No
S24362,11.9,74.3,55.2,No,High School,No
S24363,7.7,84.6,63.9,No,Bachelor,No
S24364,12.2,80.2,75.3,Yes,Associate,Yes
S24365,15.7,63.2,43.5,No,High School,No
S24366,16.3,82.3,46.4,Yes,Bachelor,No
S24367,8.7,54.4,65.8,No,High School,No
S24368,13.1,65.3,43,No,Bachelor,No
S24369,4.3,100,54.6,Yes,High School,No
S24370,6.4,87.8,53.3,Yes,Associate,No
S24371,5.7,58.9,54.6,Yes,Doctorate,No
S24372,8.1,66,55.9,Yes,High School,No
S24373,1.4,63.4,54.3,Yes,Master,No
S24374,16.6,72.5,74.4,No,Doctorate,Yes
S24375,7.2,63,71.6,No,Associate,No
S24376,15.9,18,67.4,Yes,Master,No
S24377,7.7,82.4,71.5,Yes,Bachelor,Yes
S24378,7.8,60.4,56.3,No,High School,No
S24379,15,65,54.3,No,Master,No
S24380,15.1,91.8,43.7,Yes,Associate,No
S24381,8.6,62.6,79.8,No,Bachelor,No
S24382,5,51.7,76.1,No,Associate,No
S24383,17.6,85.2,49.6,Yes,Bachelor,No
S24384,9.1,55.7,53.4,Yes,Master,No
S24385,11.9,81.8,82.4,No,High School,Yes
S24386,11.9,62.5,65.9,Yes,Doctorate,No
S24387,13.8,95.8,53.1,No,Bachelor,No
S24388,7.2,99.1,44,No,Associate,No
S24389,11.7,96.4,55.6,Yes,Associate,No
S24390,19.7,100,72.4,No,Doctorate,Yes
S24391,2.3,33.6,79.9,Yes,Associate,No
S24392,8.7,59.7,72,Yes,Master,No
S24393,15.2,100,50.6,Yes,Bachelor,No
S24394,10.3,59,75.2,No,Master,No
S24395,4.2,87.1,75.3,No,Doctorate,Yes
S24396,10.4,39.8,52.6,Yes,Associate,No
S24397,1.3,97.3,68.2,Yes,Doctorate,No
S24398,13.1,76.5,57,No,High School,No
S24399,9.6,60.7,79.4,Yes,Associate,No
S24400,7.3,74.5,62.6,No,Doctorate,No
S24401,1.1,44,90.7,Yes,Bachelor,No
S24402,4.6,97.8,52.3,No,Associate,No
S24403,3.7,34,30.9,No,Bachelor,No
S24404,7.9,63.2,70,No,Doctorate,No
S24405,9.3,100,77.4,Yes,Master,Yes
S24406,6.7,83.7,35,No,High School,No
S24407,11.9,59,45.9,Yes,Bachelor,No
S24408,13.4,94.6,66.7,Yes,Doctorate,No
S24409,20.9,100,55,Yes,Master,No
S24410,9.1,87.1,57.5,Yes,Master,No
S24411,2.8,66.1,35,Yes,Bachelor,No
S24412,7.5,100,58.5,Yes,Doctorate,No
S24413,6.1,96.4,75.1,Yes,Doctorate,Yes
S24414,2.6,26.8,71,Yes,High School,No
S24415,7.3,63.8,76.9,No,High School,No
S24416,4.6,47.6,58.8,No,Associate,No
S24417,11.1,100,93.5,No,Associate,Yes
S24418,13.9,100,64.1,Yes,High School,No
S24419,7.8,44.3,65.4,No,Master,No
S24420,7.5,59.4,76.5,No,Doctorate,No
S24421,7.3,65.9,80.9,Yes,Master,Yes
S24422,1.9,86.3,68.1,Yes,Master,No
S24423,10.7,80.2,71.2,Yes,Bachelor,Yes
S24424,6,88.8,55.1,No,High School,No
S24425,8.1,100,53.7,Yes,Master,No
S24426,17.2,98.3,69.6,No,High School,No
S24427,16.7,92,58.3,Yes,Doctorate,No
S24428,10.5,73.2,57.9,No,Bachelor,No
S24429,11.6,97.9,59.2,No,Doctorate,No
S24430,3.7,92.9,73.7,Yes,High School,Yes
S24431,4,71.7,74.8,No,Doctorate,Yes
S24432,1.5,89.3,73.4,Yes,Master,Yes
S24433,9.2,80.4,55.3,Yes,High School,No
S24434,15.3,86,97,No,Bachelor,Yes
S24435,14.9,80.1,72.6,No,High School,Yes
S24436,1.9,75.6,87.8,No,Associate,Yes
S24437,19.2,90.8,69.9,Yes,Doctorate,No
S24438,12.6,63.7,82.7,No,Master,No
S24439,14.6,73.7,57.6,No,High School,No
S24440,14.9,84.5,52.8,Yes,Associate,No
S24441,17.1,21.9,86.8,Yes,High School,No
S24442,7.7,56,41.4,Yes,Bachelor,No
S24443,12.3,100,89.8,No,Associate,Yes
S24444,16.6,100,78.6,Yes,Bachelor,Yes
S24445,12.2,100,77.9,Yes,High School,Yes
S24446,13.6,68.5,74.8,Yes,Master,Yes
S24447,1.5,44.3,71.8,Yes,Associate,No
S24448,11.4,68.9,61.3,No,Associate,No
S24449,6,89.5,46.1,No,Bachelor,No
S24450,12,63.7,51.4,No,Bachelor,No
S24451,9.5,87.1,69.1,Yes,Associate,No
S24452,5.3,80.3,66.4,No,Associate,No
S24453,15.5,69.3,53.5,Yes,Master,No
S24454,7.9,90.5,56,No,Associate,No
S24455,10,45.9,77.2,No,Bachelor,No
S24456,7.5,100,49.6,No,Bachelor,No
S24457,8.6,64.3,64.5,No,Doctorate,No
S24458,20.8,57.8,72.5,Yes,Master,No
S24459,12.3,92.7,66.3,Yes,Master,No
S24460,11.6,67.3,59.4,Yes,High School,No
S24461,12.2,69.1,78.1,No,Doctorate,Yes
S24462,0.9,50.7,92.8,Yes,Doctorate,No
S24463,21.5,60.9,57.8,No,High School,No
S24464,2.7,95.4,67.6,Yes,High School,No
S24465,18.7,98.3,80.2,Yes,Associate,Yes
S24466,13.1,76.3,94.3,No,Doctorate,Yes
S24467,8.5,83.3,59.3,Yes,Associate,No
S24468,23,37.1,65.6,Yes,Associate,No
S24469,13,98.4,64.9,No,High School,No
S24470,7.3,54.3,60.7,No,High School,No
S24471,10.3,75.9,20.1,Yes,Bachelor,No
S24472,13.4,100,76,No,High School,Yes
S24473,15,90,68.6,No,High School,No
S24474,14.9,88.9,59.2,Yes,Associate,No
S24475,9.7,58.1,47.6,Yes,Master,No
S24476,12.9,72.2,53.6,No,Master,No
S24477,2.7,39.7,69.7,No,Associate,No
S24478,8.7,31.5,64.6,No,Bachelor,No
S24479,13.5,66,73,No,Bachelor,Yes
S24480,13.6,55.1,79.5,No,Bachelor,No
S24481,6.7,66.6,58.5,Yes,Doctorate,No
S24482,14.2,75.1,43.3,Yes,Associate,No
S24483,13.4,60.9,77.4,No,Doctorate,No
S24484,16.1,71,72.3,Yes,High School,Yes
S24485,17.1,50.3,83.8,No,High School,No
S24486,5.1,100,73.9,No,Doctorate,Yes
S24487,7,100,26.7,No,Doctorate,No
S24488,11.9,48.8,73.6,Yes,Master,No
S24489,8.6,53.7,93,No,Master,No
S24490,8.9,71.2,44.4,No,High School,No
S24491,6.5,67.9,80.7,Yes,Associate,Yes
S24492,7.7,51.5,82,No,High School,No
S24493,9.9,100,69.6,Yes,Master,No
S24494,10.3,95.2,67.6,No,Doctorate,No
S24495,9,74.8,40,Yes,Master,No
S24496,6.6,97.5,59.2,Yes,Doctorate,No
S24497,17.8,49.9,61.5,No,Doctorate,No
S24498,14.2,100,86.9,No,Master,Yes
S24499,8.6,82.6,72.2,No,Bachelor,Yes
S24500,17.6,58.7,46.5,No,High School,No
S24501,17,100,64.7,No,High School,No
S24502,15.6,59.6,86.7,Yes,Associate,No
S24503,5.5,65.7,65.1,Yes,Bachelor,No
S24504,12.2,31,57.3,Yes,Doctorate,No
S24505,4.5,100,55.9,No,Master,No
S24506,15.8,65.9,97.5,No,Doctorate,Yes
S24507,11.2,79.1,75.7,No,Master,Yes
S24508,9.4,50.7,56.8,No,Master,No
S24509,17.5,85,58.8,Yes,Master,No
S24510,13.6,64.3,44.5,No,High School,No
S24511,7.6,76.6,56.8,No,Master,No
S24512,12.9,98.3,55.5,Yes,Master,No
S24513,5.4,73.5,48.6,No,Doctorate,No
S24514,16.6,100,75.4,No,High School,Yes
S24515,14.4,85.6,62,No,Bachelor,No
S24516,11.9,67.1,61.5,No,High School,No
S24517,3.8,67.7,71.3,Yes,Associate,Yes
S24518,15.1,72.8,73.8,Yes,Associate,Yes
S24519,8.5,100,62.3,Yes,High School,No
S24520,7.4,56.3,79.3,No,Master,No
S24521,7.6,35,52,No,High School,No
S24522,21.1,82.5,78.3,Yes,Doctorate,Yes
S24523,4.7,100,53.1,No,High School,No
S24524,17.9,63.2,76.1,No,Master,No
S24525,7.2,60.8,48.5,No,Doctorate,No
S24526,13.9,95.5,36.6,No,Bachelor,No
S24527,9.7,70.5,72.1,Yes,High School,Yes
S24528,5.1,35.8,68.1,Yes,Associate,No
S24529,9.8,53.8,66.2,No,Master,No
S24530,4.2,73.2,78.5,Yes,Bachelor,Yes
S24531,9.9,46.6,54.3,Yes,Associate,No
S24532,13.9,89.6,87.6,No,Master,Yes
S24533,18.6,59.5,75.4,Yes,Associate,No
S24534,4.6,73.6,46.8,Yes,Associate,No
S24535,8.7,96.9,50.4,No,High School,No
S24536,7.4,82.4,50.5,Yes,Associate,No
S24537,11.4,100,73.8,No,Doctorate,Yes
S24538,2.4,100,70.4,Yes,Associate,Yes
S24539,1.5,86.9,65.3,No,Associate,No
S24540,6.7,98.7,77.3,Yes,Associate,Yes
S24541,18.4,85.5,66.2,No,Doctorate,No
S24542,10.3,84.5,89.9,No,High School,Yes
S24543,16.7,67.6,74.2,No,Doctorate,Yes
S24544,12.4,72.8,65.4,No,Master,No
S24545,3.4,65.1,57.9,No,Associate,No
S24546,7,36.7,80.4,No,Master,No
S24547,8.6,71.1,60.4,Yes,Doctorate,No
S24548,8.2,69.9,51.5,No,Associate,No
S24549,5.4,94,67.3,Yes,Associate,No
S24550,12,81.2,64.8,Yes,Bachelor,No
S24551,11.8,38.3,65.3,No,High School,No
S24552,11.7,72.2,96.9,Yes,Associate,Yes
S24553,13.7,100,62.8,No,Bachelor,No
S24554,13.1,72.9,90.4,Yes,Master,Yes
S24555,9,61.8,65.9,No,Bachelor,No
S24556,14.6,60.6,55,No,Master,No
S24557,3.6,94.6,87.1,No,Master,Yes
S24558,9,57.9,63.1,No,Doctorate,No
S24559,15.2,93.3,59,No,High School,No
S24560,4.7,70.3,55.6,Yes,Doctorate,No
S24561,14.1,91.5,58.9,No,High School,No
S24562,6.5,55.9,44,No,High School,No
S24563,11.3,82.3,79.8,Yes,Bachelor,Yes
S24564,17.1,73,49.9,No,Doctorate,No
S24565,11.5,57.3,59.9,Yes,Associate,No
S24566,17.2,66.1,76.1,Yes,Doctorate,Yes
S24567,8.2,48.6,53.8,No,Bachelor,No
S24568,13.9,86.4,62.6,No,High School,No
S24569,7.8,60.8,52.1,Yes,Doctorate,No
S24570,13,61.6,82.7,No,Associate,No
S24571,15.9,85.1,69.9,Yes,Doctorate,No
S24572,14.3,65.9,34.2,Yes,Bachelor,No
S24573,2.1,70.7,29.1,No,Associate,No
S24574,8.3,72.9,73.7,Yes,Bachelor,Yes
S24575,8.8,64.6,77.6,No,Associate,No
S24576,11.5,74.7,64.2,Yes,Master,No
S24577,7.4,85.5,73,No,Associate,Yes
S24578,9,86.4,47.2,No,Doctorate,No
S24579,2.4,93.3,96.8,Yes,Doctorate,Yes
S24580,10.6,68.2,57.7,No,Master,No
S24581,9,88.2,75.2,No,Doctorate,Yes
S24582,5.4,81.8,79.4,Yes,Doctorate,Yes
S24583,18.9,63.5,59.4,No,Bachelor,No
S24584,8.8,100,68,Yes,Associate,No
S24585,11.4,90.2,35.2,Yes,Master,No
S24586,6.8,83.4,93.9,No,Bachelor,Yes
S24587,7.9,100,66.2,Yes,Associate,No
S24588,11.6,55.5,62.5,Yes,Associate,No
S24589,10,86.2,55.3,Yes,Master,No
S24590,14,53.7,100,No,Associate,No
S24591,3.3,94.9,55.6,No,High School,No
S24592,2.4,65.1,56.7,No,Associate,No
S24593,7.8,28.1,51.3,Yes,Associate,No
S24594,3.3,95.2,69,No,Master,No
S24595,4.3,70.5,68.5,No,Doctorate,No
S24596,2.7,36.5,72.8,No,Master,No
S24597,4,36,47.4,Yes,High School,No
S24598,11.5,78.3,67.3,Yes,Bachelor,No
S24599,8,77.9,67.2,No,Associate,No
S24600,8.8,27.3,60.9,No,Master,No
S24601,10.7,64.4,100,Yes,Bachelor,No
S24602,9.4,97.1,86.7,No,High School,Yes
S24603,6.9,42.5,50.5,No,Bachelor,No
S24604,14.9,59.6,61,No,Doctorate,No
S24605,7.9,75,62.9,Yes,High School,No
S24606,2.9,100,51.2,No,Doctorate,No
S24607,11.4,78.7,74.9,Yes,Master,Yes
S24608,6.9,75.7,66.1,No,Bachelor,No
S24609,7.6,56.7,46.8,No,Associate,No
S24610,5.8,53,62.3,No,Associate,No
S24611,0,73.4,56.8,No,High School,No
S24612,13.4,50.7,100,No,Doctorate,No
S24613,9.8,79.7,68.7,Yes,High School,No
S24614,7.7,76.1,76.8,Yes,High School,Yes
S24615,2.3,68.8,79.9,Yes,High School,Yes
S24616,6.8,74.8,67.7,No,Associate,No
S24617,16.5,70.2,74.7,No,Bachelor,Yes
S24618,12.4,97.6,66.3,Yes,Associate,No
S24619,17.7,72,68.7,No,Bachelor,No
S24620,10.7,67,63.5,No,High School,No
S24621,15.4,51.6,57.7,Yes,Doctorate,No
S24622,12.3,76.2,39.9,Yes,Bachelor,No
S24623,7.7,93.6,51,No,High School,No
S24624,10.9,66.7,60,Yes,Bachelor,No
S24625,5.8,48.4,61.8,Yes,High School,No
S24626,9.5,96,68.9,No,High School,No
S24627,10.1,86.7,70.1,No,Bachelor,Yes
S24628,4.6,83.4,61.9,No,Bachelor,No
S24629,3.7,88.5,50.9,Yes,Doctorate,No
S24630,9.2,81.8,100,Yes,Bachelor,Yes
S24631,3.6,93.1,100,No,High School,Yes
S24632,8.8,50.3,16.8,Yes,High School,No
S24633,12.8,66.1,42.1,No,High School,No
S24634,7.9,100,66.8,Yes,High School,No
S24635,3.2,43.6,75,Yes,Doctorate,No
S24636,9.5,71.4,45.8,Yes,High School,No
S24637,7.6,70.3,71.8,Yes,Master,Yes
S24638,4.7,35.6,84.8,Yes,Doctorate,No
S24639,10.8,55.4,65.5,Yes,Doctorate,No
S24640,14.5,76,71.8,No,Associate,Yes
S24641,12.3,47.1,41.4,Yes,Doctorate,No
S24642,1.4,94.1,71.3,No,Doctorate,Yes
S24643,13.1,86.6,69.9,No,Associate,No
S24644,17,70.4,73.3,No,Bachelor,Yes
S24645,5.3,82.5,80.5,Yes,Associate,Yes
S24646,9.7,47.5,55.9,Yes,Bachelor,No
S24647,7.4,55.8,98.7,No,Doctorate,No
S24648,12.8,100,38.6,No,Doctorate,No
S24649,9.9,96.9,82.6,Yes,Doctorate,Yes
S24650,5.8,62.8,100,Yes,Master,No
S24651,16.2,58.5,88.5,No,Associate,No
S24652,5,100,77.2,No,Doctorate,Yes
S24653,4.2,100,80.1,Yes,Bachelor,Yes
S24654,11.7,58.8,68.8,No,Bachelor,No
S24655,9.8,81.2,55.7,Yes,Bachelor,No
S24656,3.4,69.8,52,No,Associate,No
S24657,5.9,53.1,82.2,Yes,Doctorate,No
S24658,6.8,94.6,88.6,Yes,Master,Yes
S24659,14.4,62.1,93.4,Yes,High School,No
S24660,13.6,100,64.7,No,High School,No
S24661,16,66.8,88.8,No,Associate,Yes
S24662,14.1,58.5,45.6,No,Master,No
S24663,9.9,84.6,86.7,Yes,Doctorate,Yes
S24664,18.6,55.8,73.1,Yes,Associate,No
S24665,11.1,100,79.8,Yes,High School,Yes
S24666,8.9,75.6,85,No,Master,Yes
S24667,6,76.4,45.8,No,Bachelor,No
S24668,9.8,62.6,67.5,No,Master,No
S24669,17.2,59.1,78.6,No,Doctorate,No
S24670,6.2,87.5,35.4,Yes,Bachelor,No
S24671,13.8,80.8,48.2,No,Associate,No
S24672,13.2,62.3,100,Yes,Doctorate,No
S24673,12.2,56.3,75.3,Yes,High School,No
S24674,5.3,56.1,49.7,Yes,Master,No
S24675,8,90.4,41.4,Yes,Associate,No
S24676,14.2,76.6,52.7,Yes,Doctorate,No
S24677,4,79,67.4,Yes,Doctorate,No
S24678,4.8,81.8,57.8,Yes,High School,No
S24679,11.5,73.8,97.3,Yes,High School,Yes
S24680,6.1,77.2,53.8,No,Doctorate,No
S24681,14.1,100,74.3,No,Bachelor,Yes
S24682,6.2,90.5,54.4,No,High School,No
S24683,11.2,71.6,77.5,Yes,Doctorate,Yes
S24684,7.6,95.5,80.7,Yes,Bachelor,Yes
S24685,8.8,81.7,71.4,Yes,Associate,Yes
S24686,6.6,68.8,92.2,No,Associate,Yes
S24687,5.2,100,73.4,No,Bachelor,Yes
S24688,4.3,100,75.3,No,High School,Yes
S24689,7.6,68.2,63,Yes,Doctorate,No
S24690,12.6,74.1,76.5,No,Doctorate,Yes
S24691,15.2,41.6,53.6,Yes,Bachelor,No
S24692,10.1,76.4,66.8,Yes,Doctorate,No
S24693,4.4,100,100,Yes,Doctorate,Yes
S24694,14.8,56.1,84.1,No,Associate,No
S24695,18,100,78.7,No,Associate,Yes
S24696,13.8,70.3,64.4,No,Master,No
S24697,13,61.1,62.4,No,High School,No
S24698,16,74.2,59.7,Yes,Associate,No
S24699,4.9,80.2,68.5,Yes,Master,No
S24700,16.4,66.8,56,Yes,Master,No
S24701,8.7,83,53,No,High School,No
S24702,11.7,72,62.1,Yes,High School,No
S24703,0.6,85.2,57.9,No,Associate,No
S24704,14.8,75.2,33.5,Yes,High School,No
S24705,7.7,75.6,64.8,No,Master,No
S24706,0.2,66,52.8,No,Master,No
S24707,4.5,60.5,58.1,Yes,Doctorate,No
S24708,11.2,89,48,Yes,Bachelor,No
S24709,8.3,65.6,51.8,Yes,Bachelor,No
S24710,8.7,69,61.3,No,Master,No
S24711,5.4,86.1,66.9,No,Bachelor,No
S24712,8.4,86.9,77,No,Master,Yes
S24713,1.8,92.1,83,No,High School,Yes
S24714,9,89.2,74.5,No,Bachelor,Yes
S24715,14.5,82.9,71.5,Yes,Associate,Yes
S24716,8,100,62.6,No,Associate,No
S24717,22.6,71.1,50.8,Yes,Associate,No
S24718,14.8,53.2,95.8,No,Master,No
S24719,9.3,24.5,79.2,Yes,High School,No
S24720,12.9,100,72.5,Yes,High School,Yes
S24721,5.9,100,69.5,No,High School,No
S24722,6.9,85.1,65.6,Yes,Bachelor,No
S24723,9.1,60.1,83.7,No,Doctorate,No
S24724,10.4,77.6,67.2,Yes,Associate,No
S24725,9.9,82,43.1,Yes,High School,No
